,Brand,RAM,Processor,Battery,Rear Camera,Front Camera,Display,Launch Date,Operating System,Fabrication,Graphics,Display Type,Pixel Density,Refresh Rate,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,Audio Jack,SIM Slot(s),Fingerprint Sensor,Price
1088,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7000
1089,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8000
1090,Blackview,8,MediaTek,8500,50,16,6.5,2022,Android,12,Mali,LCD,400,90,Yes,Yes,128,No,No,2,Yes,39500
1091,BlackZone,3,other,5000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6700
1092,BlackZone,3,other,5000,8,5,6.5,2021,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6500
1093,Ulefone,8,MediaTek,5000,48,16,6.0,2021,Android,7,Mali,LCD,250,60,Yes,Yes,256,Yes,Yes,2,Yes,47500
1094,I,4,other,4000,13,8,6.5,2020,Android,,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,7000
1095,Xiaomi,4,Qualcomm,5000,48,16,6.5,2020,Android,8,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
1096,POCO,8,Qualcomm,4500,64,20,6.5,2020,Android,8,Adreno,LCD,350,120,Yes,Yes,256,Yes,Yes,2,Yes,18000
1097,Coolpad,3,MediaTek,3000,13,8,5.5,2019,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6500
1099,VOTO,2,Spreadtrum,3000,13,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7500
1100,Panasonic,3,MediaTek,2500,13,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,12000
1101,Panasonic,3,MediaTek,4000,13,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,12000
1102,OKWU,3,MediaTek,3000,13,5,5.5,2017,Android,,Mali,LCD,400,60,No,No,32,Yes,Yes,2,Yes,11000
1103,Karbonn,2,MediaTek,3000,5,5,5.5,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,6900
1104,Lava,1,MediaTek,2500,8,5,5.5,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,6600
1105,Lava,2,Spreadtrum,2500,8,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,8000
1106,Intex,1,MediaTek,2000,5,2,4.5,2016,Android,,Mali,TFT,200,60,No,No,8,Yes,Yes,2,No,6200
1107,Micromax,1,MediaTek,2000,8,2,5.0,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,8000
1108,HTC,2,Qualcomm,2500,13,5,5.0,2014,Android,,Adreno,LCD,400,60,No,No,16,Yes,Yes,1,No,27600
1110,Micromax,1,MediaTek,2000,8,5,4.5,2014,Android,,Mali,LCD,300,60,No,No,4,Yes,Yes,2,No,15000
1111,Ulefone,12,MediaTek,11000,50,16,5.5,2023,Android,6,Mali,LCD,400,60,Yes,Yes,256,Yes,No,2,Yes,42500
1112,Doogee,8,MediaTek,6000,64,16,6.5,2023,Android,12,Mali,LCD,400,60,Yes,Yes,256,Yes,No,2,Yes,44000
1113,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6600
1114,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6700
1115,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6000
1116,Micromax,1,MediaTek,2000,8,2,5.0,2014,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,11100
1117,HTC,1,Qualcomm,2000,8,2,4.5,2012,Other,,Adreno,LCD,300,60,No,No,16,No,Yes,1,No,26200
1118,AGM,8,MediaTek,7000,48,20,6.5,2023,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,43500
1119,Xiaomi,6,MediaTek,6000,50,8,6.5,2022,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,19000
1120,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7300
1121,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6500
1122,Samsung,4,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,14000
1123,Samsung,6,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
1124,I,4,other,4000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6800
1125,Samsung,6,Samsung,6000,48,20,6.5,2021,Android,10,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
1126,I,4,other,4000,8,5,6.5,2021,Android,,Mali,LCD,150,60,No,Yes,64,Yes,Yes,2,Yes,7100
1127,Samsung,4,Samsung,6000,48,8,6.5,2021,Android,8,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,12500
1128,Lava,4,MediaTek,5000,13,16,6.5,2021,Android,,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,9000
1129,I,4,other,3000,8,5,6.0,2019,Android,,Mali,TFT,150,60,No,No,64,Yes,Yes,2,No,6100
1130,Coolpad,2,MediaTek,3000,13,8,5.5,2019,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,Yes,7500
1131,Xiaomi,4,Qualcomm,4000,12,32,6.5,2019,Android,14,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,12000
1132,Karbonn,1,other,3000,5,5,5.5,2018,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,9500
1133,Yuho,1,Spreadtrum,2000,8,5,5.0,2018,Android,,Mali,TFT,150,60,No,No,8,Yes,Yes,2,No,7600
1134,Comio,2,MediaTek,3000,13,8,5.5,2018,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,Yes,8000
1135,Zen,1,other,3000,5,5,5.5,2018,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,Yes,13000
1136,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,6500
1137,iQOO,8,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,17500
1138,Oukitel,8,MediaTek,8500,64,16,7.0,2022,Android,12,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,38000
1139,Micromax,4,MediaTek,5000,48,16,6.5,2020,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,11000
1140,Gionee,2,Unisoc,3000,8,5,5.5,2020,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7000
1141,BlackZone,3,other,5000,5,5,6.5,2020,Android,,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6900
1142,vivo,6,MediaTek,4500,16,32,6.5,2019,Android,12,Mali,AMOLED,400,60,Yes,No,128,Yes,Yes,2,Yes,17200
1143,Samsung,6,Samsung,5000,13,16,6.5,2019,Android,14,Mali,AMOLED,350,60,Yes,Yes,128,Yes,Yes,2,Yes,15300
1144,Panasonic,4,MediaTek,3000,16,16,6.0,2018,Android,,Mali,LCD,400,60,No,Yes,64,Yes,No,2,Yes,25000
1145,Yuho,2,other,2500,13,13,5.5,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,7400
1146,Karbonn,2,MediaTek,3000,8,8,5.0,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,9500
1147,Centric,2,MediaTek,2000,8,2,5.0,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6000
1148,Kult,3,MediaTek,2500,13,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7000
1149,Yu,3,MediaTek,2500,13,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,7900
1150,Comio,2,MediaTek,2500,13,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8600
1151,Comio,1,MediaTek,2000,13,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,No,6500
1152,Karbonn,1,MediaTek,3000,5,3,5.5,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,6200
1153,HTC,3,MediaTek,3000,13,5,5.5,2016,Android,,PowerVR,LCD,400,60,Yes,No,32,Yes,Yes,2,No,14800
1154,Micromax,1,MediaTek,2500,8,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,Yes,9000
1155,Panasonic,2,MediaTek,2000,8,2,5.0,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,10600
1156,Panasonic,2,MediaTek,2000,8,5,5.0,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,7300
1157,Lava,3,MediaTek,3000,8,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7000
1158,Moto,4,Qualcomm,3000,16,5,5.0,2017,Android,28,Adreno,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,14000
1159,Zopo,2,MediaTek,2500,8,5,5.5,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,6400
1160,Lava,1,Spreadtrum,2500,8,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,7900
1161,Micromax,3,MediaTek,3000,13,8,5.5,2016,Android,,Mali,LCD,400,60,No,No,32,Yes,Yes,2,Yes,15500
1162,Karbonn,2,MediaTek,2500,13,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,8200
1163,Karbonn,1,MediaTek,2000,8,3,5.0,2015,Android,,Mali,LCD,200,60,No,No,8,Yes,Yes,2,No,8700
1164,Lava,3,MediaTek,3000,13,5,5.0,2015,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,14600
1165,Micromax,1,MediaTek,3000,5,0,5.5,2015,Android,,Mali,LCD,150,60,No,No,8,Yes,Yes,2,No,6200
1166,AGM,8,MediaTek,7000,48,20,6.5,2023,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,43500
1167,Xiaomi,6,MediaTek,6000,50,8,6.5,2022,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,19000
1168,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7300
1169,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6500
1170,Samsung,4,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,14000
1171,Samsung,6,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
1172,I,4,other,4000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6800
1173,Samsung,6,Samsung,6000,48,20,6.5,2021,Android,10,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
1174,I,4,other,4000,8,5,6.5,2021,Android,,Mali,LCD,150,60,No,Yes,64,Yes,Yes,2,Yes,7100
1175,Samsung,4,Samsung,6000,48,8,6.5,2021,Android,8,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,12500
1176,Yuho,2,Spreadtrum,2000,8,5,5.0,2018,Android,,Mali,TFT,200,60,No,No,16,Yes,Yes,2,No,6500
1177,Panasonic,1,MediaTek,2000,8,5,5.0,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,6500
1178,Comio,2,MediaTek,4000,8,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6700
1179,Itel,1,other,2500,5,2,5.0,2017,Android,,Mali,TFT,150,60,No,No,8,Yes,Yes,2,Yes,7000
1180,HTC,3,MediaTek,3000,13,4,5.5,2016,Android,,PowerVR,LCD,400,60,Yes,No,32,Yes,Yes,2,No,20000
1181,Lava,1,Spreadtrum,2000,5,2,5.5,2016,Android,,Mali,LCD,150,60,No,No,8,Yes,Yes,2,No,7500
1183,Asus,3,Qualcomm,3000,13,5,5.5,2015,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,9300
1184,Zopo,3,MediaTek,3000,13,5,5.5,2015,Android,,Mali,LCD,400,60,No,No,16,Yes,Yes,2,No,6300
1185,Lava,2,MediaTek,4000,8,2,5.0,2015,Android,,Mali,LCD,150,60,No,No,8,Yes,Yes,2,No,8700
1186,Panasonic,1,MediaTek,3000,8,2,5.5,2015,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,8800
1187,Lava,2,MediaTek,2500,8,3,5.0,2015,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,10500
1188,Hi-Tech,1,other,2000,8,2,5.0,2015,Android,,Mali,LCD,200,60,No,No,8,Yes,Yes,2,No,9000
1189,AGM,8,MediaTek,7000,48,20,6.5,2023,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,43500
1190,Xiaomi,6,MediaTek,6000,50,8,6.5,2022,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,19000
1191,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7300
1192,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6500
1193,Samsung,4,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,14000
1194,Samsung,6,Samsung,5000,48,8,6.5,2021,Android,8,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
1195,I,4,other,4000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6800
1196,Samsung,6,Samsung,6000,48,20,6.5,2021,Android,10,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
1197,I,4,other,4000,8,5,6.5,2021,Android,,Mali,LCD,150,60,No,Yes,64,Yes,Yes,2,Yes,7100
1198,Samsung,4,Samsung,6000,48,8,6.5,2021,Android,8,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,12500
1199,Lava,4,MediaTek,5000,13,16,6.5,2021,Android,,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,9000
1200,I,4,other,3000,8,5,6.0,2019,Android,,Mali,TFT,150,60,No,No,64,Yes,Yes,2,No,6100
1201,Coolpad,2,MediaTek,3000,13,8,5.5,2019,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,Yes,7500
1202,Xiaomi,4,Qualcomm,4000,12,32,6.5,2019,Android,14,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,12000
1203,Karbonn,1,other,3000,5,5,5.5,2018,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,9500
1204,Yuho,1,Spreadtrum,2000,8,5,5.0,2018,Android,,Mali,TFT,150,60,No,No,8,Yes,Yes,2,No,7600
1205,Comio,2,MediaTek,3000,13,8,5.5,2018,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,Yes,8000
1206,Zen,1,other,3000,5,5,5.5,2018,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,Yes,13000
1207,Karbonn,2,Spreadtrum,2000,8,5,5.0,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,9500
1208,Comio,3,MediaTek,5000,13,8,5.5,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
1209,Zopo,3,MediaTek,2500,13,13,5.0,2017,Android,,Mali,LCD,400,60,No,No,32,Yes,Yes,2,Yes,6300
1210,Karbonn,1,other,4000,5,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6200
1211,Lephone,1,Spreadtrum,2000,8,2,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,6800
1212,Lava,2,other,2500,8,5,5.0,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,No,7800
1214,Coolpad,3,MediaTek,2500,8,8,5.5,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6500
1215,Zopo,3,MediaTek,2500,13,5,5.0,2015,Android,,Mali,LCD,400,60,No,No,16,Yes,Yes,2,No,6000
1216,Zopo,3,MediaTek,3000,13,5,5.5,2015,Android,,Mali,LCD,400,60,No,No,16,Yes,Yes,2,No,6300
1217,Lava,2,MediaTek,4000,8,2,5.0,2015,Android,,Mali,LCD,150,60,No,No,8,Yes,Yes,2,No,8700
1218,Panasonic,1,MediaTek,3000,8,2,5.5,2015,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,8800
1219,Lava,2,MediaTek,2500,8,3,5.0,2015,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,10500
1220,Hi-Tech,1,other,2000,8,2,5.0,2015,Android,,Mali,LCD,200,60,No,No,8,Yes,Yes,2,No,9000
